\ ------------------------------------------------------------------------------------------------------------------
\
\ S4G pipeline 5 stellar masses.
\ 
\ M.Querejeta & S.Meidt, MPIA, Heidelberg, September 2014 (contact: querejeta@mpia.de)
\
\ ------------------------------------------------------------------------------------------------------------------
\ COLUMN DESCRIPTION:
\ 
\ Column #1: Galaxy name
\  
\ Column #2: Stellar mass (ICA-corrected 3.6um image integrated within the 25.5mag/arcsec^2 isophote; M/L=0.6 Msun/Lsun)
\  
\ Column #3: Flux of ICA-corrected 3.6um image integrated within the 25.5mag/arcsec^2 isophote
\  
\ Column #4: (Weighted) average signal-to-noise ratio of the original 3.6um image (see paper for details)
\  
\ Column #5: Distance (Muñoz-Mateos et al. 2015)
\  
\ Column #6: Hubble type (Buta et al. 2015)
\  
\ -----------------------------------------------------------------------------------
|       #1|             #2|             #3|             #4|             #5|      #6|
|   Galaxy|   Stellar mass|        s2 flux|            S/N|       Distance|Hubble T|
ESO298-015      1144015360      118.110718        7.681774       21.480000        7
ESO300-014      1003959744      317.623962        5.629004       11.520000        7
ESO302-021        43671456       14.011533        5.546319       10.520000        9
ESO340-042      2885042688       95.392075        7.085312       35.480000        7
ESO345-046      3631924736      101.975601        6.641026       26.700001        7
ESO347-008          661993       11.013497        3.590804        1.000000        9
ESO347-029      1926715904       27.566271        4.954248       24.650000        7
ESO356-018       491148960       57.071404        9.117700       20.850000        9
ESO357-007       333160608       38.807938        5.637550       14.700000        9
ESO357-012      1497620864      116.168602        5.222236       22.590000        7
ESO357-025       418556992       26.050953        9.864448       17.280001       -2
ESO358-005       796890048       28.594746        6.367932       21.650000        9
ESO358-015       288972672       33.364738        5.585467       16.100000       20
ESO358-020      1093242880      116.864380        8.012334       23.389999       10
ESO358-054       572281728       63.026787        5.084803       16.900000        9
ESO358-060        19945060        2.584952        3.010885       10.710000       10
ESO359-022       103105408        4.377961        5.937708       19.049999       10
ESO359-029       205110016       97.438995        6.670787       11.660000       -2
ESO359-031       601867008       93.113785        8.418889       19.799999       10
ESO361-009       171555616       10.597785        4.932853       17.930000       10
ESO400-025      1287314048       48.729588        7.591403       28.980000        7
ESO402-025      1228777216       59.909836       11.782262       34.330002        9
ESO403-024      2145415808       22.880856        9.013631       34.910000        8
ESO403-031       771180800       22.338261        7.580645       31.000000        8
ESO404-017      1574136704       32.043579        6.173469       41.299999        8
ESO404-018       880302720       39.276085        8.091783       27.850000        7
ESO406-042       684087936       53.047256        5.490177       19.650000       10
ESO407-009      2188473856      263.574890       10.600426       24.620001        4
ESO407-018        22699452      400.971252       13.236212        1.990000       10
ESO408-012      3707926784       17.420534       14.599575       56.599998        8
ESO410-012        92172688        4.840645        4.189985       20.590000        7
ESO410-018       713156032       20.594563        5.112664       19.000000        8
ESO411-013       245967744       -1.064950       16.127409       23.469999        9
ESO411-026       227373856       13.303254        5.034131       21.450001        8
ESO419-013       770459008      101.796036       12.319819       19.889999       -2
ESO422-005       687055168       34.620132        5.587103       26.290001        8
ESO440-004      6134141440       62.965889        6.755129       49.000000        7
ESO440-037      4726967296      123.102211       14.542913       26.959999       -5
ESO440-044       467578016       98.775116       11.143520       11.400000       10
ESO440-049      2639472640       81.957848        7.691172       30.150000        6
ESO441-014      1598578688       47.011261        9.655440       28.889999        9
ESO442-013      2579547648      119.156769        8.727987       24.559999        6
ESO443-079       484521664       -0.311337        5.811426       25.389999        9
ESO443-085      1383527424      132.072189       11.175770       23.100000        7
ESO444-033      1456951040       34.549961        8.686512       31.450001        9
ESO444-037      1217433984       16.325071        4.343876       34.799999       10
ESO466-014      7809631232      167.354797       28.546320       47.740002       20
ESO467-051       686937728       37.567390        8.612707       19.650000        8
ESO469-008       294162880       13.065996        3.984668       23.510000        9
ESO471-006        99724872       99.911880        5.336301        5.890000        7
ESO476-010       433357984       22.429209        6.961855       21.830000       10
ESO480-020       591313792        1.102726       10.375963       19.270000        0
ESO480-025       576370752       40.917717        5.007271       22.990000        9
ESO481-030       308885440       25.217089        7.806994       22.980000        5
ESO482-005       783746688       -1.450052        5.568918       30.100000        7
ESO482-011       909752448      153.483765       13.715644       21.209999        9
ESO482-013       736156096       64.480598       11.174705       24.620001       20
ESO483-008       138131424       10.403202        4.773390       19.930000       10
ESO486-003       268014048       19.756897        4.389518       23.520000       10
ESO502-016       803845504       90.217621       12.733982       20.160000        9
ESO502-023       174715168       16.667015        6.072676       19.490000       20
ESO503-022      1089827712      156.699142       17.595116       23.219999        9
ESO504-010       277399680       15.451376        5.532876       25.760000        8
ESO504-024       523436928       22.703802        5.034809       25.250000        9
ESO504-028      2964098048      246.591797       11.490344       27.030001        5
ESO505-003      3156413440      188.806274       20.152586       24.450001        9
ESO505-008      1308393984      121.560211       14.684945       28.320000        7
ESO505-009      1012788288       53.113117       21.281975       28.510000       20
ESO505-023       415498496        2.268256        6.420320       22.290001       10
ESO506-018       943744256       16.661942        8.916146       55.869999        7
ESO506-033      6516009984      718.802856       37.412560       16.190001       -4
ESO507-065       755845632       15.097744        3.354253       34.169998        9
