#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC3896                 | UGC06781,SDSSJ114856.28+484029.7,SDSSJ114856.27+484029.6,PGC036897,NGC3896,MCG+08-22-008,LGG258:[G93]017,KPG302B,CGCG243-009,2MASXJ11485638+4840287                                                                                                                                                                                                 |     36897 |  31.11 |    NaN |   11.81565 |   48.67477 |      918 |        8 |      962 |        7 |     1140 |  128.5 |   56.4 |     0.21 |     0.03 | SBa   | B    |       |           |             |   1.1 |   3.0 |     1.14 |     0.04 | 110.57 |   5.71 | 132.83 |   6.95 |  13.35 |   0.27 |    NaN |   0.09 |  12.93 |    NaN |   0.48 |  13.08 |
  UGC06917                | UGC06917,PGC2372757,PGC037525,MCG+09-20-038,LGG258:[G93]008,CGCG269-018,2MASXJ11562877+5025422                                                                                                                                                                                                                                                      |     37525 |  31.11 |  31.48 |   11.94132 |   50.42839 |      912 |        3 |      913 |        4 |     1141 |  130.7 |   62.2 |     0.23 |     0.03 | SBm   | B    |       |           | D           |   8.6 |   1.1 |     1.40 |     0.04 |  81.27 |   1.87 |  91.88 |   2.17 |  14.15 |   0.12 |    NaN |   0.12 |  12.63 |    NaN |    NaN |  11.42 |
  NGC3992                 | UGC06937,PGC2439331,PGC037617,NGC3992,MESSIER109,MCG+09-20-044,LGG258:[G93]006,IRAS11550+5339,IRAS11549+5339,CGCG269-023,2MASXJ11573598+5322282                                                                                                                                                                                                     |     37617 |  31.39 |  32.01 |   11.95999 |   53.37450 |     1047 |        2 |     1047 |        2 |     1285 |   78.0 |   47.4 |     0.16 |     0.03 | Sbc   | B    |       |           |             |   4.0 |   0.2 |     1.91 |     0.04 | 217.03 |   3.57 | 295.02 |   5.22 |  13.10 |   0.10 |  12.15 |   0.13 |  10.08 |   0.14 |   0.70 |   8.83 |
  UGC06956                | [RC2]A1155+51,UGC06956,SDSSJ115825.59+505501.2,PGC037682,MCG+09-20-050,LGG258:[G93]033,DDO102,BTS071                                                                                                                                                                                                                                                |     37682 |  31.18 |    NaN |   11.97378 |   50.91703 |      916 |        5 |      917 |        3 |     1147 |    NaN |   15.9 |     0.01 |     0.05 | SBm   | B    | R     |           |             |   8.7 |   0.5 |     1.31 |     0.06 |  21.40 |   0.71 |  78.03 |   4.98 |  15.08 |   0.14 |    NaN |   0.09 |  14.89 |   0.05 |   0.38 |  15.12 |
  UGC06978                | [ISI96]1156-0218,UGC06978,SDSSJ115910.29-023527.5,SDSSJ115910.29-023527.4,SDSSJ115910.28-023527.2,PGC037737,LGG264:[G93]004,HIPASSJ1159-02,EVCC0069,2DFGRSN243Z129                                                                                                                                                                                  |     37737 |  31.81 |    NaN |   11.98620 |   -2.59092 |     1543 |        3 |     1541 |        9 |     1549 |  123.4 |   90.0 |     0.43 |     0.03 | Sm    | B    |       | M         |             |   8.9 |   1.0 |     1.03 |     0.04 |  50.64 |   2.68 |  50.64 |    NaN |  15.73 |   0.18 |    NaN |   0.12 |  14.60 |    NaN |    NaN |  15.40 |
  NGC4032                 | UGC06995,SDSSJ120032.86+200426.3,SDSSJ120032.86+200426.2,SDSSJ120032.85+200426.1,PGC037860,NRGb177.004,NGC4032,MCG+03-31-010,KUG1157+203,IRAS11579+2021,HIPASSJ1200+20,EVCC0073,CGCG098-019,AGC006995,ADBSJ120033+2004,2MASXJ12003281+2004260                                                                                                       |     37860 |  31.58 |    NaN |   12.00913 |   20.07401 |     1270 |        2 |     1268 |        4 |     1385 |  178.8 |   42.8 |     0.10 |     0.03 | I     |      |       |           |             |   9.6 |   1.1 |     1.13 |     0.04 |  47.91 |   1.87 |  70.47 |   2.89 |  14.28 |   0.21 |  13.16 |   0.15 |  12.69 |  -0.15 |   0.49 |  12.39 |
  NGC4051                 | UGC07030,PGC038068,NGC4051,MCG+08-22-059,LGG269:[G93]004,IRAS12005+4448,CGCG243-038,2MASXJ12030968+4431525                                                                                                                                                                                                                                          |     38068 |  30.69 |  30.25 |   12.05269 |   44.53121 |      704 |        3 |      704 |        4 |      917 |  146.4 |   30.2 |     0.06 |     0.05 | SABb  | B    |       |           |             |   4.0 |   0.1 |     1.69 |     0.03 | 107.14 |   2.88 | 212.89 |   7.10 |  13.78 |   0.15 |  10.68 |   0.06 |  10.63 |    NaN |   0.62 |   9.34 |
  UGC07053                | [RC2]A1201-01,UGC07053,SDSSJ120420.27-013149.0,SDSSJ120420.27-013148.8,SDSSJ120420.26-013149.0,PGC038190,MCG+00-31-028,HIPASSJ1204-01,GAMAJ120420.26-013149.0,GAMA185622,EVCC0095,DDO108,6dFJ1204203-013151                                                                                                                                         |     38190 |  31.70 |    NaN |   12.07231 |   -1.53043 |     1474 |        1 |     1471 |        4 |     1486 |    NaN |   24.4 |     0.03 |     0.05 | I     | B    |       |           |             |   9.9 |   0.4 |     0.99 |     0.10 |  42.62 |   1.22 | 103.35 |   4.33 |  15.29 |   0.15 |    NaN |   0.10 |  15.31 |  -0.11 |   0.59 |  16.63 |
  NGC4108                 | UGC07101,SDSSJ120644.57+670947.2,SDSSJ120644.57+670947.1,SDSSJ120644.00+670944.2,PGC038423,NGC4108,MCG+11-15-023,LGG277:[G93]005,IRAS12042+6726,CGCG315-015,2MASXJ12064460+6709475                                                                                                                                                                  |     38423 |  33.07 |    NaN |   12.11232 |   67.16285 |     2557 |       14 |     2565 |        5 |     2826 |  104.6 |   36.1 |     0.09 |     0.05 | Sc    |      | R     |           |             |   5.2 |   0.5 |     1.21 |     0.06 | 131.62 |   4.28 | 223.22 |   8.13 |  14.79 |   0.10 |  12.22 |   0.08 |  12.80 |    NaN |    NaN |  12.24 |
  NGC4108B                | UGC07106,SDSSJ120711.61+671406.6,SDSSJ120711.59+671406.6,SDSSJ120711.58+671406.7,SDSSJ120711.58+671406.6,SDSSJ120711.57+671406.9,PGC038461,NGC4108B,MCG+11-15-025,LGG277:[G93]006,IRAS12046+6730,CGCG315-016,7ZW439,2MASXJ12071143+6714066                                                                                                          |     38461 |  33.16 |    NaN |   12.11988 |   67.23523 |     2671 |       13 |     2567 |        7 |     2940 |  122.4 |   40.8 |     0.12 |     0.03 | Scd   | B    | R     |           |             |   6.9 |   0.5 |     1.12 |     0.04 | 128.62 |   7.16 | 197.03 |  11.27 |  14.88 |   0.27 |    NaN |   0.08 |  14.36 |    NaN |    NaN |  14.05 |
  NGC4120                 | UGC07121,PGC038553,NGC4120,MCG+12-12-001,LGG272:[G93]002,IRAS12060+6949,CGCG335-004,2MFGC09545,2MASXJ12083100+6932414                                                                                                                                                                                                                               |     38553 |  32.84 |  32.32 |   12.14195 |   69.54489 |     2246 |        4 |     2246 |        5 |     2519 |  167.0 |   81.2 |     0.62 |     0.03 | Sc    |      |       |           |             |   5.6 |   0.6 |     1.20 |     0.04 |  92.33 |   3.46 |  93.42 |   3.51 |  14.86 |   0.09 |  13.61 |   0.09 |  13.11 |    NaN |    NaN |    NaN |
  NGC4142                 | UGC07140,SDSSJ120930.17+530617.0,SDSSJ120930.17+530616.9,SDSSJ120930.16+530617.0,SDSSJ120930.16+530616.9,PGC038645,NGC4142,MCG+09-20-102,LGG258:[G93]037,CGCG269-037                                                                                                                                                                                |     38645 |  31.58 |  32.05 |   12.15838 |   53.10471 |     1160 |        3 |     1161 |        4 |     1399 |  174.3 |   60.2 |     0.29 |     0.04 | SBcd  | B    |       | M         |             |   6.6 |   0.9 |     1.25 |     0.05 |  71.65 |   2.37 |  82.58 |   2.77 |  14.92 |   0.20 |    NaN |   0.09 |  13.31 |    NaN |    NaN |  12.96 |
  IC3023                  | VCC0017,UGC07150,SDSSJ121001.74+142200.7,SDSSJ121001.74+142200.6,PGC038692,MCG+03-31-051,LGG292:[G93]003,IC3023,HIPASSJ1209+14,EVCC0119,ALFALFA1-134,AGC007150                                                                                                                                                                                      |     38692 |  30.69 |    NaN |   12.16716 |   14.36663 |      819 |        2 |      819 |        2 |      911 |  137.6 |   60.1 |     0.21 |     0.06 | I     |      |       |           |             |   9.7 |   0.6 |     1.02 |     0.08 |  17.45 |   0.66 |  20.12 |   0.79 |  16.18 |   0.15 |    NaN |   0.17 |  15.37 |    NaN |    NaN |  15.72 |
  NGC4151                 | UGC07166,PGC038739,NGC4151,MCG+07-25-044,KUG1208+396A,KPG324B,CGCG215-045,2MASXJ12103265+3924207                                                                                                                                                                                                                                                    |     38739 |  31.25 |  27.95 |   12.17573 |   39.40579 |      989 |       17 |      999 |        3 |     1186 |   50.0 |   42.0 |     0.11 |     0.04 | Sab   | B    | R     | M         |             |   1.9 |   0.5 |     1.46 |     0.04 |  51.69 |   1.01 |  77.26 |   1.70 |  13.54 |   0.11 |    NaN |   0.12 |  11.09 |  -0.21 |   0.67 |    NaN |
  UGC07186                | [RC2]A1208+18,UGC07186,PGC1547905,PGC038823,MCG+03-31-062,KUG1208+182,EVCC0143,DDO112,CGCG098-086,AGC007186                                                                                                                                                                                                                                         |     38823 |  32.77 |    NaN |   12.18953 |   18.01706 |     2328 |        3 |     2325 |        5 |     2437 |   83.0 |   90.0 |     0.66 |     0.03 | SABm  | B    |       |           |             |   9.1 |   0.5 |     1.06 |     0.05 |  70.72 |   2.90 |  70.72 |    NaN |  15.40 |   0.26 |    NaN |   0.16 |  14.36 |  -0.72 |   0.70 |  14.67 |
  NGC4197                 | VV520,VCC0120,UGC07247,SDSSJ121438.55+054820.6,SDSSJ121438.33+054814.0,RFGC2227,PGC039114,NGC4197,MCG+01-31-029,LGG278:[G93]002,IRAS12121+0605,IRAS12120+0605,HIPASSJ1214+05,FGC1390,EVCC0208,CGCG041-052,AGC007247,2MFGC09638,2MASXJ12143850+0548205                                                                                               |     39114 |  32.47 |  31.99 |   12.24404 |    5.80557 |     2081 |       10 |     2062 |        3 |     2134 |   35.6 |   78.3 |     0.59 |     0.04 | SABc  | B    |       | M         |             |   6.7 |   1.2 |     1.45 |     0.03 | 120.57 |   3.54 | 123.15 |   3.62 |  13.95 |   0.17 |  12.30 |   0.08 |  12.23 |    NaN |    NaN |  12.53 |
  NGC4238                 | UGC07308,SDSSJ121655.82+632435.6,SDSSJ121655.81+632435.7,SDSSJ121655.81+632435.6,SDSSJ121655.80+632435.8,SDSSJ121655.80+632435.6,PGC039366,NGC4238,MCG+11-15-041,IRAS12145+6341,CGCG315-031,2MASXJ12165577+6324358                                                                                                                                  |     39366 |  33.22 |  32.87 |   12.28217 |   63.40992 |     2759 |        2 |     2764 |        4 |     3023 |   35.4 |   75.1 |     0.52 |     0.03 | SABc  | B    |       | M         |             |   6.5 |   0.7 |     1.24 |     0.04 | 107.82 |   4.35 | 111.58 |   4.51 |  15.50 |   0.09 |  13.73 |   0.11 |  13.20 |    NaN |    NaN |  13.35 |
  NGC4245                 | [WTK2001]J121736.74+293627.8,UGC07328,SDSSJ121736.78+293628.9,SDSSJ121736.78+293628.8,PGC039437,NGC4245,MCG+05-29-049,LGG279:[G93]003,IRAS12151+2952,IRAS12150+2953,COMA1:[TT2002]03,CGCG158-059,2MASXJ12173678+2936288                                                                                                                             |     39437 |  30.95 |    NaN |   12.29355 |   29.60797 |      870 |        3 |      886 |        4 |     1032 |  145.5 |   56.1 |     0.20 |     0.03 | S0-a  | B    | R     |           |             |   0.1 |   0.4 |     1.41 |     0.03 |  94.85 |   3.96 | 114.21 |   4.86 |  18.13 |   0.13 |  13.14 |   0.09 |  12.14 |   0.42 |   0.84 |  10.82 |
  NGC4248                 | [KKH2011]S04,UGC07335,PGC039461,NGC4248,MCG+08-22-099,LGG290:[G93]020,CGCG244-001,CGCG243-064,BTS114,2MASXJ12174990+4724329                                                                                                                                                                                                                         |     39461 |  30.18 |    NaN |   12.29719 |   47.40915 |      483 |        6 |      484 |       14 |      708 |  108.0 |   79.6 |     0.35 |     0.03 | SBm   | B    |       |           |             |   9.0 |   1.4 |     1.30 |     0.04 |  28.82 |   2.62 |  29.30 |   2.67 |  15.74 |   0.27 |    NaN |   0.08 |  12.44 |    NaN |   0.49 |    NaN |
